Initializing I2C devices...A
Initializing I2C devices...B
Testing device connections...
MPU6050 connection successful
-588	-200	16736	-268	79	-55	
-672	-276	16596	-254	99	-61	
-612	-188	16756	-257	79	-52	
-712	-192	16708	-283	72	-35	
-768	-148	16648	-282	75	-56	
-616	-160	16768	-241	74	-42	
-648	-100	16732	-283	98	-66	
-636	-156	16736	-243	78	-61	
-652	-200	16700	-296	80	-69	
-672	-116	16720	-294	55	-59	
-668	-204	16748	-257	91	-49	
-684	-172	16776	-288	94	-58	
-600	-176	16612	-277	84	-49	
-704	-132	16748	-254	103	-66	
-632	-184	16780	-287	101	-60	
-704	-132	16844	-261	96	-65	
-696	-116	16748	-269	78	-45	
-656	-172	16672	-287	59	-67	
-752	-116	16672	-273	57	-63	
-632	-212	16532	-285	72	-51	
-604	-172	16728	-278	87	-57	
-680	-208	16756	-277	90	-37	
-656	-160	16740	-258	94	-48	
-632	-216	16720	-287	92	-45	
-588	-136	16828	-261	78	-47	
-764	-224	16688	-270	78	-66	
-588	-84	16712	-260	77	-57	
-624	-212	16736	-269	69	-57	
-564	-164	16788	-265	101	-64	
-764	-236	16668	-267	87	-60	
-592	-116	16824	-263	89	-50	
-652	-76	16724	-270	83	-27	
-576	-152	16632	-267	70	-80	
-720	-116	16728	-290	109	-51	
-656	-176	16740	-285	127	-69	
-688	-192	16644	-276	93	-43	
-712	-200	16720	-289	83	-21	
-556	-188	16740	-288	84	-58	
-712	-164	16768	-269	75	-48	
-680	-152	16704	-259	71	-65	
-688	-88	16652	-284	79	-73	
-648	-136	16816	-270	87	-61	
-712	-172	16696	-262	105	-63	
-592	-100	16676	-282	72	-57	
-676	-132	16780	-268	75	-40	
-740	-244	16712	-273	104	-48	
-612	-164	16780	-287	81	-53	
-636	-184	16516	-281	101	-31	
-600	-188	16732	-280	82	-44	
-604	-184	16660	-253	63	-69	
-664	-152	16844	-271	80	-67	
-632	-200	16652	-293	80	-68	
-624	-132	16556	-275	81	-62	
-664	-172	16700	-279	78	-42	
-688	-60	16752	-276	83	-50	
-612	-200	16672	-281	82	-69	
-700	-268	16704	-289	83	-31	
-632	-188	16804	-264	95	-57	
-816	-176	16720	-298	84	-65	
-660	-188	16684	-283	109	-47	
-676	-192	16748	-300	79	-56	
-724	-68	16740	-264	97	-59	
-728	-204	16768	-274	58	-68	
-612	-172	16540	-280	75	-71	
-616	-172	16736	-264	96	-53	
-624	-172	16844	-274	66	-55	
-616	-144	16624	-265	88	-42	
-672	-128	16816	-271	98	-51	
-684	-176	16632	-239	72	-53	
-676	-132	16636	-277	109	-51	
-596	-152	16740	-254	96	-61	
-612	-188	16684	-292	64	-53	
-592	-148	16604	-275	84	-56	
-716	-208	16820	-265	81	-26	
-664	-228	16584	-256	70	-61	
-660	-244	16588	-267	77	-29	
-688	-168	16848	-262	71	-66	
-600	-188	16696	-258	95	-38	
-656	-96	16716	-280	80	-30	
-784	-124	16744	-275	113	-55	
-676	-160	16648	-274	75	-53	
-616	-280	16732	-290	87	-54	
-664	-164	16652	-278	78	-63	
-648	-156	16476	-272	94	-58	
-612	-196	16720	-309	80	-45	
-612	-144	16836	-282	83	-62	
-600	-172	16772	-294	77	-66	
-664	-156	16632	-276	66	-60	
-684	-140	16748	-290	85	-34	
-848	-160	16632	-283	107	-53	
-708	-144	16624	-290	126	-35	
-712	-168	16832	-267	75	-30	
-632	-216	16736	-287	89	-52	
-656	-248	16712	-283	70	-51	
-628	-116	16572	-284	93	-53	
-668	-148	16800	-271	84	-50	
-636	-180	16656	-286	78	-47	
-668	-208	16708	-271	81	-72	
-608	-156	16720	-277	81	-76	
-648	-200	16692	-278	71	-48	
-648	-176	16604	-258	84	-65	
-728	-252	16788	-274	87	-62	
-548	-232	16744	-281	89	-64	
-672	-292	16824	-264	99	-63	
-580	-156	16612	-270	87	-57	
-740	-104	16840	-273	97	-51	
-672	-120	16600	-257	86	-74	
-612	-216	16768	-274	90	-75	
-588	-108	16636	-250	66	-46	
-588	-180	16736	-269	97	-56	
-588	-200	16812	-257	116	-59	
-568	-200	16720	-274	81	-51	
-760	-200	16596	-299	104	-55	
-712	-200	16820	-277	71	-82	
-752	-172	16756	-292	70	-52	
-632	-136	16740	-273	73	-41	
-596	-156	16756	-296	85	-43	
-600	-148	16648	-275	84	-60	
-628	-160	16672	-253	64	-51	
-636	-244	16692	-264	72	-57	
-616	-196	16788	-289	88	-86	
-740	-244	16772	-265	52	-56	
-588	-216	16752	-299	86	-58	
-640	-188	16924	-283	72	-37	
-616	-220	16768	-305	94	-65	
-684	-132	16648	-274	97	-49	
-620	-172	16612	-258	80	-65	
-744	-208	16772	-271	92	-72	
-600	-92	16660	-270	76	-44	
-740	-116	16648	-275	107	-38	
-632	-148	16788	-268	79	-62	
-628	-200	16720	-272	90	-43	
-556	-180	16704	-275	87	-53	
-612	-116	16856	-273	80	-48	
-620	-252	16576	-278	79	-68	
-696	-276	16780	-261	80	-74	
-656	-212	16808	-279	90	-59	
-656	-156	16548	-270	89	-77	
-628	-236	16740	-273	78	-50	
-640	-192	16728	-274	91	-36	
-760	-132	16656	-266	103	-56	
-728	-204	16892	-273	67	-65	
-592	-228	16592	-262	90	-71	
-688	-232	16760	-256	102	-43	
-732	-204	16772	-265	101	-27	
-580	-40	16732	-266	71	-71	
-608	24	16692	-310	79	-49	
-572	-136	16628	-284	94	-46	
-644	-128	16720	-283	96	-51	
-628	-272	16740	-279	78	-38	
-640	-220	16888	-285	68	-42	
-700	-228	16712	-289	82	-60	
-664	-208	16740	-276	81	-66	
-660	-200	16680	-251	112	-51	
-660	-244	16804	-285	107	-50	
-588	-320	16648	-257	77	-58	
-604	-84	16664	-274	92	-40	
-640	-80	16564	-256	83	-70	
-648	-104	16688	-268	44	-52	
-644	-116	16644	-281	105	-58	
-628	-32	16516	-290	103	-59	
-636	-132	16636	-300	82	-57	
-728	-140	16780	-278	67	-37	
-716	-244	16676	-289	67	-63	
-808	-240	16748	-289	63	-53	
-756	-240	16740	-279	87	-67	
-640	-144	16756	-273	89	-61	
-696	-104	16760	-258	93	-36	
-540	-140	16660	-258	71	-37	
-640	-108	16764	-268	106	-55	
-640	-124	16576	-271	94	-67	
-612	-136	16788	-280	99	-56	
-728	-88	16640	-293	67	-48	
-556	-96	16604	-297	81	-50	
-628	-148	16788	-282	79	-31	
-660	-128	16692	-292	98	-41	
-668	-108	16704	-260	70	-73	
-768	-96	16604	-278	86	-55	
-660	-208	16756	-250	78	-59	
-820	-140	16780	-256	76	-52	
-652	-92	16796	-240	83	-52	
-608	-40	16752	-264	114	-56	
-628	-112	16632	-254	79	-54	
-640	-56	16636	-286	94	-34	
-696	-160	16752	-263	100	-24	
-724	-176	16696	-290	84	-72	
-652	-272	16720	-279	90	-52	
-704	-236	16800	-261	116	-84	
-596	-148	16832	-274	87	-63	
-560	-204	16804	-243	78	-39	
-700	-248	16620	-253	104	-45	
-524	-88	16716	-272	91	-49	
-528	-148	16652	-276	79	-41	
-540	-112	16740	-290	108	-49	
-632	-96	16580	-305	90	-36	
-664	-244	16684	-261	64	-64	
-612	-164	16808	-287	79	-52	
-680	-132	16468	-266	105	-54	
-736	-100	16672	-289	82	-36	
-684	-336	16772	-274	69	-61	
-584	-116	16584	-264	88	-44	
-680	-232	16816	-267	85	-46	
-688	-184	16728	-271	92	-56	
-668	-44	16700	-273	86	-54	
-588	-152	16728	-285	88	-19	
-652	-88	16732	-306	85	-58	
-628	-252	16748	-285	81	-51	
-676	-212	16832	-285	76	-37	
-616	-252	16688	-282	62	-51	
-588	-176	16740	-283	77	-53	
-608	-188	16640	-295	87	-68	
-648	-128	16804	-266	89	-44	
-652	-68	16556	-280	70	-34	
-596	-172	16696	-280	96	-35	
-612	-156	16860	-254	63	-44	
-612	-192	16708	-294	102	-45	
-668	-256	16756	-269	107	-43	
-692	-160	16736	-291	55	-63	
-744	-248	16760	-292	77	-48	
-704	-236	16732	-279	79	-52	
-684	-240	16620	-265	79	-65	
-748	-100	16648	-277	76	-63	
-648	-188	16632	-252	101	-57	
-676	-144	16772	-266	95	-51	
-568	-116	16748	-263	82	-54	
-684	-132	16672	-264	89	-39	
-632	-76	16740	-264	94	-49	
-672	-136	16872	-272	74	-39	
-688	-184	16660	-272	91	-39	
-612	-204	16752	-275	95	-42	
-716	-228	16704	-301	86	-48	
-648	-96	16772	-283	67	-43	
-676	-244	16668	-284	90	-54	
-644	-220	16760	-284	79	-44	
-560	-200	16688	-258	84	-32	
-704	-72	16692	-280	83	-49	
-764	-212	16664	-243	95	-44	
-588	-156	16588	-255	110	-55	
-624	-136	16604	-278	98	-44	
-640	-188	16816	-276	85	-46	
-624	-164	16864	-284	103	-52	
-760	-184	16700	-267	101	-67	
-668	-192	16648	-264	103	-46	
-668	-136	16684	-274	102	-51	
-656	-124	16716	-271	93	-56	
-720	-164	16668	-264	59	-49	
-700	-168	16780	-260	74	-59	
-672	-76	16680	-255	82	-60	
-612	-120	16920	-265	89	-40	
-600	-164	16768	-276	106	-33	
-592	-180	16792	-263	51	-50	
-632	-180	16756	-267	88	-43	
-612	-244	16832	-263	82	-36	
-644	-168	16656	-288	79	-54	
-624	-144	16720	-265	78	-59	
-620	-172	16668	-284	83	-50	
-784	-172	16800	-261	94	-44	
-688	-200	16628	-257	96	-54	
-588	-148	16672	-274	90	-35	
-656	-132	16644	-275	72	-49	
-604	-144	16704	-296	81	-67	
-736	-208	16624	-274	96	-61	
-720	-208	16652	-288	81	-58	
-652	-120	16764	-233	77	-54	
-692	-212	16692	-269	64	-44	
-676	-284	16740	-266	66	-60	
-672	-164	16720	-274	90	-32	
-624	-52	16808	-279	72	-45	
-676	-212	16724	-258	86	-59	
-740	-196	16768	-255	89	-49	
-660	-112	16672	-253	85	-47	
-708	-128	16920	-274	76	-32	
-680	-152	16680	-246	94	-30	
-600	-172	16828	-268	70	-25	
-652	-236	16848	-280	112	-42	
-572	-160	16740	-287	79	-47	
-664	-196	16680	-270	84	-46	
-588	-60	16780	-288	69	-54	
-616	-168	16764	-260	95	-71	
-608	-176	16652	-269	96	-47	
-576	-144	16800	-286	92	-60	
-656	-96	16728	-266	82	-52	
-716	-248	16800	-284	85	-73	
-648	-44	16668	-278	90	-34	
-728	-212	16664	-273	92	-54	
-676	-140	16732	-263	97	-65	
-652	-172	16688	-270	70	-55	
-728	-144	16824	-267	80	-61	
-632	-120	16772	-278	77	-81	
-660	-200	16576	-259	76	-70	
-688	-188	16808	-261	69	-62	
-636	-136	16624	-264	80	-45	
-596	-208	16752	-289	99	-27	
-660	-156	16680	-281	84	-54	
-584	-136	16724	-280	80	-64	
-624	-148	16728	-277	97	-43	
-712	-208	16572	-283	86	-30	
-732	-156	16756	-281	87	-43	
-708	-188	16844	-272	78	-49	
-568	-100	16828	-271	89	-34	
-608	-204	16664	-285	95	-84	
-600	-184	16716	-271	97	-65	
-736	-168	16696	-275	96	-53	
-632	-120	16636	-271	79	-41	
-704	-112	16696	-283	106	-57	
-728	-116	16744	-262	63	-63	
-680	-120	16748	-280	105	-59	
-732	-132	16740	-275	85	-40	
-652	-200	16784	-281	98	-61	
-732	-156	16672	-274	95	-63	
-612	-208	16668	-279	84	-58	
-700	-360	16684	-272	50	-64	
-764	-312	16488	-259	74	-51	
-720	-348	16708	-231	76	-60	
-616	-484	16632	-220	85	-58	
-572	-4	17236	-185	97	-46	
-444	444	16328	-342	92	-49	
-432	-72	16240	-295	127	-49	
-624	-272	16624	-287	92	-51	
-664	-148	17092	-308	168	-77	
-744	-272	16764	-356	103	-77	
-724	-484	16412	-299	103	-75	
-768	-284	16928	-274	67	-60	
-840	-104	17024	-238	39	-11	
-800	-216	16816	-247	89	-50	
-744	-228	16560	-231	37	-20	
-588	-16	16596	-217	83	-77	
-496	68	16736	-245	70	-84	
-472	-4	16680	-277	92	-74	
-540	40	16636	-306	101	-69	
-572	28	16532	-316	83	-61	
-640	-148	16684	-339	74	-45	
-708	-232	16772	-312	96	-47	
-796	-404	16812	-320	56	-39	
-812	-456	16900	-282	70	-53	
-680	-388	16656	-245	88	-59	
-748	-108	16772	-254	63	-47	
-560	-4	16756	-236	51	-50	
-444	132	16776	-211	75	-58	
-460	44	16648	-262	87	-57	
-540	-84	16712	-271	92	-63	
-672	-60	16584	-302	95	-39	
-668	-228	16676	-333	99	-66	
-680	-212	16832	-327	84	-57	
-644	-292	16692	-294	69	-57	
-748	-168	16728	-302	96	-48	
-772	-340	16760	-246	79	-51	
-756	-192	16700	-243	77	-36	
-708	-256	16760	-225	88	-42	
-644	-224	16672	-238	69	-65	
-644	-40	16712	-237	101	-54	
-564	56	16756	-267	83	-46	
-656	124	16684	-294	82	-65	
-548	-184	16712	-292	119	-59	
-716	-228	16684	-295	108	-41	
-656	-332	16808	-316	87	-56	
-760	-392	16660	-291	75	-45	
-688	-256	16764	-271	90	-43	
-700	-204	16740	-249	73	-63	
-680	-76	16712	-271	79	-81	
-620	-84	16608	-250	73	-50	
-616	20	16784	-258	82	-47	
-508	-12	16720	-260	111	-62	
-636	-148	16776	-290	97	-51	
-564	-132	16668	-276	107	-37	
-644	-232	16628	-313	88	-65	
-720	-200	16676	-298	89	-63	
-708	-224	16844	-292	81	-57	
-820	-328	16884	-292	78	-38	
-748	-236	16732	-287	79	-63	
-676	-100	16676	-254	63	-43	
-588	-188	16564	-239	74	-77	
-600	-116	16792	-249	81	-41	
-552	-104	16608	-237	91	-21	
-604	-100	16616	-274	115	-57	
-648	-32	16732	-266	103	-62	
-656	-72	16688	-292	85	-43	
-792	-384	16852	-316	87	-44	
-560	-248	16712	-290	90	-59	
-724	-240	16848	-287	95	-68	
-668	-264	16788	-282	52	-55	
-736	-144	16812	-272	93	-66	
-620	-164	16748	-267	75	-69	
-596	-120	16556	-257	89	-72	
-648	-24	16672	-254	81	-58	
-640	-96	16636	-238	86	-48	
-540	-100	16572	-283	100	-46	
-580	-104	16732	-281	90	-53	
-604	-144	16768	-304	105	-41	
-608	-224	16728	-280	72	-65	
-752	-240	16548	-287	95	-40	
-672	-220	16780	-316	75	-79	
-716	-196	16704	-282	68	-35	
-684	-216	16692	-259	82	-56	
-668	-88	16672	-268	113	-22	
-644	-108	16788	-278	94	-36	
-516	-124	16712	-273	87	-63	
-668	-84	16628	-248	87	-19	
-732	-232	16548	-282	97	-63	
-632	-244	16912	-289	108	-72	
-652	-296	16764	-282	81	-57	
-644	-236	16924	-279	92	-56	
-632	-180	16660	-273	86	-47	
-708	-156	16856	-264	75	-40	
-652	-136	16768	-231	83	-41	
-624	-148	16708	-261	79	-34	
-692	-100	16764	-283	98	-53	
-644	-80	16692	-277	99	-64	
-664	-76	16768	-275	76	-62	
-764	-76	16636	-306	94	-50	
-688	-72	16620	-284	85	-57	
-740	-160	16836	-314	80	-42	
-604	-200	16736	-285	85	-42	
-704	-256	16808	-280	58	-33	
-684	-212	16824	-288	63	-47	
-640	-100	16720	-270	80	-65	
-640	-204	16644	-254	74	-60	
-620	-140	16628	-247	93	-57	
-556	-108	16612	-267	87	-67	
-592	-96	16692	-262	104	-55	
-528	-180	16728	-271	94	-50	
-644	-236	16828	-295	116	-27	
-784	-224	16656	-301	71	-56	
-712	-216	16816	-294	85	-55	
-724	-200	16680	-274	67	-53	
-656	-276	16828	-282	75	-73	
-656	-116	16804	-263	64	-48	
-632	-76	16732	-269	78	-41	
-732	-160	16732	-241	101	-29	
-748	-56	16636	-253	96	-51	
-672	-44	16692	-278	48	-63	
-696	-160	16740	-266	99	-62	
-728	-192	16660	-289	89	-50	
-628	-156	16640	-274	76	-60	
-592	-136	16784	-265	51	-42	
-712	-244	16732	-303	79	-76	
-656	-216	16632	-297	82	-55	
-620	-212	16784	-262	89	-55	
-692	-200	16624	-260	66	-59	
-616	-20	16796	-246	66	-48	
-588	-112	16572	-258	105	-34	
-580	-116	16772	-287	94	-48	
-620	-124	16928	-279	85	-68	
-712	-156	16836	-271	78	-64	
-584	-188	16816	-277	105	-55	
-648	-192	16844	-306	82	-65	
-704	-292	16824	-275	88	-53	
-628	-188	16708	-286	97	-56	
-656	-184	16668	-263	74	-56	
-636	-108	16708	-270	53	-64	
-616	-156	16768	-246	98	-64	
-608	-136	16556	-246	90	-62	
-668	-120	16800	-239	90	-62	
-676	-192	16756	-267	95	-56	
-680	-224	16652	-278	99	-52	
-544	-152	16732	-306	73	-68	
-588	-128	16816	-280	74	-42	
-584	-260	16556	-287	57	-44	
-612	-252	16660	-288	76	-53	
-632	-140	16664	-314	73	-60	
-640	-144	16580	-261	82	-21	
-660	-248	16764	-264	85	-57	
